,时间,合约名,信号,单价,手数,总价,手续费,可用资金,开仓均价,品种浮盈,权益,当日收盘,已缴纳保证金,平仓盈亏
170,2024-10-10,纯碱加权,不交易,0.0,0,0,0,93550188,1510,3000,99867850,1495.0,6428012,
171,2024-10-10,纸浆加权,不交易,0.0,0,0,0,93550188,5776,1800,99869650,5758.0,6428012,
172,2024-10-10,螺纹钢加权,不交易,0.0,0,0,0,93550188,3477,2000,99871650,3457.0,6428012,
173,2024-10-10,豆一加权,不交易,0.0,0,0,0,93550188,4015,3200,99874850,3983.0,6428012,
174,2024-10-10,豆粕加权,不交易,0.0,0,0,0,93550188,2942,300,99875150,2939.0,6428012,
175,2024-10-10,集运欧线加权,不交易,0.0,0,0,0,93550188,1700,-114750,99760400,1929.4,6428012,
176,2024-10-10,锰硅加权,不交易,0.0,0,0,0,93550188,6342,-1300,99759100,6368.0,6428012,
177,2024-10-10,铁矿石加权,不交易,0.0,0,0,0,93550188,782,8500,99767600,773.5,6428012,
178,2024-10-10,ALL,,0.0,0,0,0,93550188,,,99767600,,6428012,
179,2024-10-10,原油加权,开空仓,551.2,-10,496080,0,93054108,551,0,99978200,551.2,6924092,
180,2024-10-10,生猪加权,开空仓,15645.0,-10,200256,0,92853852,15645,0,99978200,15645.0,7124348,
181,2024-10-10,1000股指加权,不交易,0.0,0,0,0,92853852,5712,172000,100150200,5625.6,7124348,
182,2024-10-10,50股指加权,不交易,0.0,0,0,0,92853852,2654,-289800,99860400,2750.6,7124348,
183,2024-10-10,PTA加权,不交易,0.0,0,0,0,92853852,5240,700,99861100,5226.0,7124348,
184,2024-10-10,乙二醇加权,不交易,0.0,0,0,0,92853852,4732,0,99861100,4732.0,7124348,
185,2024-10-10,PVC加权,不交易,0.0,0,0,0,92853852,5700,5350,99866450,5593.0,7124348,
186,2024-10-10,十年债加权,不交易,0.0,0,0,0,92853852,106,25000,99891450,105.85,7124348,
187,2024-10-10,300股指加权,不交易,0.0,0,0,0,92853852,3930,-244200,99647250,4011.2,7124348,
188,2024-10-10,工业硅加权,不交易,0.0,0,0,0,92853852,11035,-5250,99642000,11140.0,7124348,
189,2024-10-10,尿素加权,不交易,0.0,0,0,0,92853852,1871,8400,99650400,1829.0,7124348,
190,2024-10-10,棕榈油加权,不交易,0.0,0,0,0,92853852,8616,-800,99649600,8624.0,7124348,
191,2024-10-10,棉花加权,不交易,0.0,0,0,0,92853852,14305,9250,99658850,14120.0,7124348,
192,2024-10-10,橡胶加权,不交易,0.0,0,0,0,92853852,18885,84500,99743350,18040.0,7124348,
193,2024-10-10,沪锡加权,不交易,0.0,0,0,0,92853852,264490,-2000,99741350,264690.0,7124348,
194,2024-10-10,沪铝加权,不交易,0.0,0,0,0,92853852,20525,-3500,99737850,20595.0,7124348,
195,2024-10-10,沪镍加权,不交易,0.0,0,0,0,92853852,132610,0,99737850,132610.0,7124348,
196,2024-10-10,焦炭加权,不交易,0.0,0,0,0,92853852,2144,47500,99785350,2097.0,7124348,
197,2024-10-10,热轧卷板加权,不交易,0.0,0,0,0,92853852,3577,-800,99784550,3585.0,7124348,
198,2024-10-10,焦煤加权,不交易,0.0,0,0,0,92853852,1486,27000,99811550,1440.5,7124348,
199,2024-10-10,玻璃加权,不交易,0.0,0,0,0,92853852,1228,10600,99822150,1175.0,7124348,
200,2024-10-10,玉米加权,不交易,0.0,0,0,0,92853852,2211,-300,99821850,2214.0,7124348,
201,2024-10-10,瓶片加权,不交易,0.0,0,0,0,92853852,6510,8400,99830250,6454.0,7124348,
202,2024-10-10,白糖加权,不交易,0.0,0,0,0,92853852,5859,0,99830250,5859.0,7124348,
203,2024-10-10,碳酸锂加权,不交易,0.0,0,0,0,92853852,78400,26250,99856500,75775.0,7124348,
204,2024-10-10,甲醇加权,不交易,0.0,0,0,0,92853852,2510,2800,99859300,2482.0,7124348,
205,2024-10-10,红枣加权,不交易,0.0,0,0,0,92853852,9940,6750,99866050,9805.0,7124348,
206,2024-10-10,硅铁加权,不交易,0.0,0,0,0,92853852,6604,-1200,99864850,6628.0,7124348,
207,2024-10-10,纯碱加权,不交易,0.0,0,0,0,92853852,1510,3000,99867850,1495.0,7124348,
208,2024-10-10,纸浆加权,不交易,0.0,0,0,0,92853852,5776,1800,99869650,5758.0,7124348,
209,2024-10-10,聚丙烯加权,不交易,0.0,0,0,0,92853852,7620,0,99869650,7620.0,7124348,
210,2024-10-10,花生加权,不交易,0.0,0,0,0,92853852,7996,0,99869650,7996.0,7124348,
211,2024-10-10,螺纹钢加权,不交易,0.0,0,0,0,92853852,3477,2000,99871650,3457.0,7124348,
212,2024-10-10,豆一加权,不交易,0.0,0,0,0,92853852,4015,3200,99874850,3983.0,7124348,
213,2024-10-10,豆粕加权,不交易,0.0,0,0,0,92853852,2942,300,99875150,2939.0,7124348,
214,2024-10-10,集运欧线加权,不交易,0.0,0,0,0,92853852,1700,-114750,99760400,1929.4,7124348,
215,2024-10-10,锰硅加权,不交易,0.0,0,0,0,92853852,6342,-1300,99759100,6368.0,7124348,
216,2024-10-10,铁矿石加权,不交易,0.0,0,0,0,92853852,782,8500,99767600,773.5,7124348,
217,2024-10-10,鸡蛋加权,不交易,0.0,0,0,0,92853852,3541,0,99767600,3541.0,7124348,
